ID,MEMBER_ID,COMMENT
a2p4w000002O29JAAS,0014w00002pPaYEAA0,Easy to make an appointment and the staff was friendly
a2p4w000002O0yAAAS,0011U00000rhyARQAY,"I would recommend them for any City of Arvada employee because of the ease of communication, perks, and followup."
a2p4w000002NzUEAA0,0014w000031g1dKAAQ,It is very cost effective for the team members.
a2p4w000002O1iSAAS,0014w000031fzQuAAI,Friendly
a2p4w000002O3nKAAS,0014w000031qgVqAAI,"It is like going to a med check, you will get comfortable with the same nurses and doctors for a while, then all of a sudden everything changes and new company again, with all new doctors and nurses. This is my primary doctor, and though it has been very convenient and completely comfortable it seems I will be starting new again, it is time for me to get a regular doctor again, one that gets to know me as a person, instead of the next patient."
a2p4w000002O0VSAA0,0014w00002pPksJAAS,Great environment and care.
a2p4w000002O1BnAAK,0014w000031g1EOAAY,Price
a2p4w000002O1q7AAC,0014w00002pPb0uAAC,"The people are friendly and professional, but the location seems sketchy and the floors were dirty."
a2p4w000002O1q2AAC,0013g00000CxYDUAA3,"I was made to stand outside on the curb in Salinas while office staff ignored me for 10 minutes. When I called the number they did not pick up. When they finally came to the door, they told me I was late for my appointment."
a2p4w000002O4DXAA0,0014w000031qjO2AAI,"There are positive and negative things about XYZ. It is convenient and nice to get free medicine, but the time for appointments is very slow."
a2p4w000002O0jKAAS,0011U00000riq6dQAA,Dr. Snow and staff were amazing.  They listened to all of my issues and found solutions.
a2p4w000002O2BKAA0,0011U00000ri5sBQAQ,Always rude customer service from person working at front desk. Never welcoming .  It’s as if we walk in and disturbed them from their duties.  They then boss you around on what to do.  “Take a seat” “come over here for weigh in” “fill this out” “put your purse there” “come with me” ......  my blood pressure is high when I go here I hate the treatment.
a2p4w000002O0GrAAK,0014w00002pPayvAAC,I was not pleased with how long the appointment was.  My appointment took an hour and 15 minutes.  I waited for quite a bit of time in the room before seen and had to wait after to get my blood drawn.  I filled out the questionnaires online however had to repeat the paperwork in the office on paper and had other questionnaires to complete as well.  I recommend having this all done online before so time isn't wasted having to complete it again in the office.
a2p4w000002O0fSAAS,0014w00002pQAZ8AAO,"Quality of service, understanding and diagnosis"
a2p1U000000RocOQAS,0011U00000riqSTQAY,The level of service and consultation provided by the provider is exceptional
a2p1U000000RpQlQAK,0011U00000rjbekQAA,"Extremely helpful; from the front desk person to the nurse to the doctor--all were very professional, kind and responsive. I was impressed."
a2p3g000000LAa4AAG,0013g000006tigcAAA,The appointment was smooth and efficient. Doing it online was not as strange as it initially seemed like it would be. Everyone was very kind and respectful.
a2p1U000000RsVuQAK,0011U00000rjPc2QAE,no out of pocket cost at appointment for visit and medication.
a2p1U000000Rss0QAC,0011U00000rhqqiQAA,Very difficult to get an appointment also had a bad first experience.
a2p1U000000l8KOQAY,0011U00000rjuQCQAY,I felt Megan was though and kind. Nothing was left un-discussed.
a2p3g000000Kyq0AAC,0011U000011EoRxQAK,"Easy to get an appointment, but the front staff was a little harsh"
a2p1U000000RoihQAC,0011U00000riEfaQAE,"WELL THEY ARE SO BUSY AND NOT ENOUGH STAFF. LIKE I CANT MAKE AN APPOINMENT FOR AN ALLERGY SHOT ONLINE. I HAVE TO CALL BUT I LEAVE MESSAGE BECUASE THEY DONT PICK UP UNLESS YOU CALL FIRTH THING IN THE MORING AND THEY DONT RETURN CALLS BECUASE AND I QUOTE """"THEY ARE BUSY WITH OTHER PATIENTS"""" ITS GOTTEN REALLY BADTHEY NEED HELP FOR A LONG TIME A DIRECTOR WAS ANSWERING THE PHONE BUT HE HAS HIS  JOB TO DO"
a2p1U000000RoTkQAK,0011U00000rjkd8QAA,"Friendly, personable, and timely."
a2p1U000000RocuQAC,0011U00000ri6GtQAI,The convenience of having the center on site at Bemis.
a2p4w000002O4GHAA0,0011U00000rhrxXQAQ,I like that the doctors take time to listen to me. I don't ever feel rushed when I am there.
a2p1U000000RpftQAC,0011U00000ringxQAA,There are no female doctors available and Dr. John tends to make appointments last too long due to talking about non-medical related topics. I prefer to get in and out. I also don't need financial advice from a physician.
a2p1U000000RupLQAS,0011U00000ripDtQAI,Very helpful and friendly
a2p3g000000KylZAAS,0011U00000riKVyQAM,"First time there but I'm willing to see, how it goes further"
a2p1U000000RpRsQAK,0011U00000riRwqQAE,"It was clean , front desk was attentive They offered multiple ideas and referrals then none of these were followed through with"
a2p1U000000RoLoQAK,0011U00000rhtncQAA,"Good service, efficient and works well"
a2p1U000000RoXoQAK,0011U00000rjAk1QAE,"I was not happy with the first doctor I saw in your network, Dr. Malfese, he spent less than 10 minutes in the office with me each visit. However I switched to Dr. Everett who is significantly further away from me but she has been wonderful to see, she really took the time to talk with me and listen to my thoughts."
a2p3g000000KyshAAC,0011U000019xyfeQAA,"Doctor and I talked a little about my health history and what medications I am taking and decided that she wouldn't continue prescribing several of the medications I've been on long term. She implied that my current MD is just one of those doctors that ""will prescribe to you whatever you want,"" which is not the case at all."
a2p4w000002O3jXAAS,0014w000031g1BcAAI,I love my NP. But one of the office LPNs is not very friendly which affects how I feel about the clinic as a whole
a2p1U000000RsqPQAS,0011U00000rjqClQAI,Very convenient.
a2p1U000000RqW6QAK,0011U00000rjOmTQAU,No waiting. Easy process and good Dr.
a2p1U000000RuwGQAS,0011U00000riljhQAA,"Nice, easy"
a2p1U000000Ro9kQAC,0011U00000rjpTiQAI,Quality Doctor
a2p1U000000Rq0FQAS,0011U00000riOCqQAM,I like the character of physicians I have met so far and ther is great cost reduction as well as care and services are expedited very timely
a2p3g000000KzBeAAK,0011U00000rjesHQAQ,Its inexpensive
a2p3g000000KyqbAAC,0011U00000rk6EvQAI,"easy to get appointment, good doctor, phone calls answered by MA rather than receptionist or machine."
a2p1U000000RpiGQAS,0011U00000rijA9QAI,Efficient and friendly
a2p1U000000RswhQAC,0011U00000riip7QAA,I very much liked Dr. Jackson. She was very personable and gave me several options to deal with my care. It was very frustrating that I had to do a complete history (given that no data was transferred from Concentra previous clinic)
a2p1U000000RocoQAC,0011U00000riiwAQAQ,Easy access no out of pocket costs for anything
a2p3g000000KzKuAAK,0013g000002vOftAAE,I have only been once can't really give to much opinion.  It went fine and I like not having to deal with payments all the time.
a2p1U000000RsnDQAS,0011U00000riD7cQAE,"Timely, courteous service"
a2p1U000000Rp0OQAS,0011U00000rjbqBQAQ,I appreciate the care that I receive from XYZ.
a2p1U000000RoziQAC,0011U00000riFHrQAM,convenience
a2p1U000000RoUtQAK,0011U00000rj8oiQAA,Convenient and easy!
a2p3g000000oeVlAAI,0011U00000rjUYQQA2,"Good doctors, thorough visits and accessibility"
a2p3g000000KzFRAA0,0011U00000rhxGWQAY,Great people and very professional.
a2p1U000000RpqPQAS,0011U00000rjsWbQAI,It's easy to get a appointment and very professional.
a2p1U000000RsyuQAC,0011U00000rjIciQAE,Doctor is right at my work
a2p1U000000RqRJQA0,0011U00000rj9jdQAA,good service and friendly folks
a2p1U000000Rot1QAC,0011U00000riHYoQAM,"I thought that I would be seeing a doctor when I made the appointment.  However, I saw a nurse practitioner instead.  I wish that would have been made more clear to me when I made the appointment."
a2p1U000000l8BqQAI,0011U00000rjtjwQAA,convience
a2p1U000000Ro6IQAS,0011U00000rkBYaQAM,Easy to get an appointment.
a2p3g000000KysYAAS,0011U00000riYbnQAE,Good customer service Friendly staff
a2p1U000000RpUJQA0,0011U00000rjK9iQAE,good care convenient
a2p1U000000RpXLQA0,0011U00000rjFWzQAM,Like the personal attention from the Doctor - she spends as much time as needed to answer questions.
a2p1U000000RpOnQAK,0011U00000riE3cQAE,They get you in next day and seem to care
a2p1U000000RoL2QAK,0011U00000rika3QAA,"Helpful staff, kind, thorough doctor."
a2p3g000000LAbEAAW,0011U00000rj0MrQAI,Convenient and great doctor
a2p1U000000RpVWQA0,0011U00000riewyQAA,Expensive referrals
a2p1U000000Rp7pQAC,0011U00000riRHnQAM,"Usually prompt, courteous care. Phone consults are helpful in this busy world"
a2p1U000000Rt9rQAC,0011U00000rjRjVQAU,Because it's quick and easy.
a2p1U000000RvHpQAK,0011U00000rinh5QAA,Shorter wait time and more attention than my past doctor offices.
a2p4w000002O1PGAA0,0014w00002pPOAcAAO,It seemed like I spent a lot of time waiting on exam room and I was the only one there.
a2p4w000002NyUcAAK,0011U00000riuhXQAQ,"Friendly, quick service, took time to speak with me and listen"
a2p4w000002O2V0AAK,0011U00000riQ2vQAE,Convenient
a2p4w000002O2SuAAK,0013g000007ZaeHAAS,I was not pleased with change of appointment and not given the correct information.
a2p4w000002O2KvAAK,0013g000007ZXxzAAG,I’ve had great care. The only reason I’m not giving a 10 is because I don’t want the office to become too busy.
a2p4w000002O39KAAS,0013g000006tfWRAAY,"It felt like I was being talked out of preventative screens and had to advocate for myself for a colonoscopy, mammogram and blood work"
a2p4w000002O2fPAAS,0014w00002pPZuWAAW,"Friendly
Staff explained things very well"
a2p4w000002KKkZAAW,0011U00000rjx2JQAQ,I have a doctor that actually listens to me
a2p4w000002NybTAAS,0014w00002pQNd0AAG,First time using.  Was ok.
a2p4w000002O23uAAC,0011U00000rjpb0QAA,Everyone was friendly and inviting. Doctor showed me detailed information about my health information and explained what they meant and what I could do to make them better. Also provided additional information on health plans.
a2p4w000002O2SzAAK,0011U00000riOPTQA2,"It was easy to schedule time, no waiting when arrived for appointment ."
a2p4w000002KKo2AAG,0014w00002pPxquAAC,I felt I received very personal care from everyone.
a2p4w000002KKqIAAW,0011U00000riqUHQAY,"The staff truly cares, very knowledgeable, and especially Dr.DeMeyere-Coursey! She has a great attention to detail and listens well!"
a2p4w000002NyCnAAK,0011U00000rhqYUQAY,"Great service, timely manner, always answer the phones, they help remind me of my check ups, blood work and any test I need to keep an eye on."
a2p4w000002O21tAAC,0014w00002pQClwAAG,Not enough staff but those who are there do their best
a2p4w000002KKFvAAO,0014w00002pPaQtAAK,I should have been able to get in to be seen instead of a phone appointment for a possible worker's comp thing such as possible tendonitis.
a2p4w000002KKLKAA4,0011U00000rjeu7QAA,easy and fast
a2p4w000002KIeoAAG,0014w00002pPasbAAC,It's part of Weld County's benefits package.
a2p4w000002O1CvAAK,0014w00002pQJjiAAG,Great professional treatment and a kind understanding to the patients
a2p4w000002KKmzAAG,0014w00002pPaQyAAK,"I was seen the first part of July, blood work was done and I was told  a colonoscopy appointment would be set up or a referral made and they would let me know the results of my blood work.  I never heard back.  I called a week later and left a message, had no response.  I mentioned that I bicycled for exercise and the doctor told me humans weren't meant to ride a bike.  I thought that was odd and that a doctor would promote exercise.  It was a very discouraging visit and frustrating to not hear back. it seemed very unorganized also.  I plan to find somewhere else to go for my care."
a2p4w000002O2XaAAK,0014w000031qAQmAAM,Nice service
a2p4w000002KKpoAAG,0011U00000rhqmRQAQ,"Everyone was nice, helpful and informative."
a2p1U000000RpxhQAC,0011U00000rjOmDQAU,The staff seemed very friendly and understanding from the time I walked in to the time I left
a2p1U000000RozUQAS,0011U00000ri49UQAQ,very convenient location for those working nearby and nice office setup
a2p3g000000oReUAAU,0011U00000ridZTQAY,"No wait,only one form to fill out and was ONLY 1 page. Spent lot of time taking family history and took down cocerns"
a2p1U000000RsdwQAC,0011U00000rjkdGQAQ,The care here is more personable the wait times are the best I've ever had and I love our Dr
a2p4w000002O4HoAAK,0011U00000rjtgxQAA,Breadth of services are limited I.e.  X-ray etc
a2p1U000000RsVaQAK,0011U00000rjxS9QAI,"Friendly, helpful, they listen, timeframe for appointment"
a2p3g000000KzKcAAK,0011U00000ricdkQAA,I would recommend Dr. Carter to anyone I. The town of Mount Plesant
a2p3g000000oRhxAAE,0013g000005H7LKAA0,Friendly staff that listens to what you say to be more accurate during the exam.
a2p1U000000Rt7BQAS,0011U00000rjacIQAQ,"have only used once so far to completely judge,  but was pleased with my initial visit with my provider"
a2p4w000002O3NCAA0,0014w00002pQJGcAAO,Good standard of care. The only issue I have had is that the new app seems to have had some problems and my messages now go unanswered.
a2p1U000000Rpt3QAC,0011U00000rj5YSQAY,"I like the convenience, although in this situation I had to travel pretty far to find an open appointment. Also unhappy to have so much turnover of the physicians in the 15th street location"
a2p1U000000RpgPQAS,0011U00000rjvneQAA,"Misdiagnosed. The doctor said I had a viral throat infection and gave me no medicines. but in two days it was so bad that I couldn't even talk. I did call for a follow up and they said I rather go to ER. instead, I went to another doctor and they said it was Strep throat. and immediately put me on antibiotics."
a2p3g000000Kzw1AAC,0011U00000rk0F6QAI,We've been very pleased with the service.
a2p1U000000RpsXQAS,0011U00000rj0LKQAY,Too early to tell yet. First visit was pleasant and welcoming with both the doctor and the assistant. My impression is I will be happy I chose to switch to XYZ
a2p3g000000oeZDAAY,0011U000019xyRZQAY,It was very quick and they had patient safety in mind as you entered the office.
a2p1U000000RtU4QAK,0011U00000rjMr0QAE,not very impressed with the doctor
a2p1U000000RpSgQAK,0011U00000ri71BQAQ,over all good experience
a2p3g000000KylnAAC,0011U00000riNUvQAM,great personal care.
a2p1U000000RqErQAK,0011U00000rj8ooQAA,Convenient location and very kind staffs
a2p1U000000RsbgQAC,0011U00000rjcU2QAI,The practice is new and adjusting.
a2p1U000000RpEmQAK,0011U00000rjzwlQAA,Inefficient use of time.
a2p1U000000RsVjQAK,0011U00000rjopjQAA,"Feel I get good care, personalized attention. So far no long waits."
a2p4w000002O3ewAAC,0011U00000sgyVfQAI,"Convenient, comprehensive healthcare that is provided by caring professionals for an affordable price."
a2p1U000000RtQaQAK,0011U00000rjpFkQAI,"Friendly staff , ease of scheduling appointment, doctor doesn't rush"
a2p1U000000RoilQAC,0011U00000rjEakQAE,I haven't always felt like the physicians know what they're doing. One literally was GOOGLING my symptoms while I was talking and reading to me what gastroenteritis was.
a2p1U000000RsVxQAK,0011U00000rjiXKQAY,It was hard to get in for a sick visit. Also took 5 business days to get results for a lab. Poor communication. Actual visit was very helpful.
a2p1U000000RoxWQAS,0011U00000rjRAnQAM,I have only had one visit with XYZ.  So far it seems good.
a2p1U000000RtGlQAK,0011U00000rjfkvQAA,Dr did not seen very thorough and very hands off
a2p1U000000RqCIQA0,0011U00000ripneQAA,"Caring staff, usually  don't have to wait (on time appointments)."
a2p1U000000RsXQQA0,0011U00000rjTyhQAE,XYZ responded quickly when I called to set up an appointment and have the doctor see me expeditiously.
a2p1U000000Rq7TQAS,0011U00000rjJyxQAE,One stop shop Good amount of time spent with patient
a2p1U000000RsYWQA0,0011U00000riHvXQAU,"After reeiving an appointment confirmation a week before the appointment and a reminder the day before, when I arrived I was not on the schedule. Then the blood reader was not functioning so I was told I would need to fast again and come back another day. A Do-in-a-Box could have done a better job."
a2p1U000000Rt4SQAS,0011U00000sgyb1QAA,Very friendly staff and doctors.
a2p1U000000Rsa3QAC,0011U00000rk45NQAQ,"Like the place, but I don't know if just anyone can go to XYZ. I thought it was exclusive to county employees."
a2p1U000000RsvXQAS,0011U00000rikaOQAQ,I have only had one visit and that is not enough time to become familiar.
a2p1U000000RsVSQA0,0011U00000rjyaKQAQ,It is good for the one on one personal attention. The Doctors talk to you like a person and not over your head. Looking to provide the lowest price for a procedure may not be the best quality.
a2p1U000000RqaDQAS,0011U00000rhwPcQAI,I felt that Dr. Muse was very insightful and that I received quality care during my time there.
a2p1U000000RpVkQAK,0011U00000rjnPUQAY,"I sat and listened to the doctor tell me about himself for an hour.  Not much was asked about my medical background.  I need a doctor who listens, not talks about himself."
a2p1U000000RtFSQA0,0011U00000riMCFQA2,I would like for you to phone me to discuss. My service over a year has been quite poor. I am still ill and receiving insufficient medical care.
a2p1U000000RszjQAC,0011U00000rhsYfQAI,I do not feel that there is the same level of motivation that I would receive from my normal Doctor.   It seems pretty obvious that saving money is the goal.
a2p3g000000KyrpAAC,0011U00000rjoqFQAQ,"I've had great experiences with my PCP, Ashley Giles.  She is attentive, provides excellent follow-up, and really cares about my well-being.  However, I had a recent urgent care appointment with Rob that was less than satisfactory.  I came into the office with multiple internal hordeola in my left eye, and instead of advising me that he was not qualified to diagnose and treat/refer me to an ophthalmologist, he was dismissive and did not listen to my concerns.  He told me that I had no hordeloas and that it looked like I ""might have pink eye"".   This was incorrect.  After following up with my ophthalmologist's office, I have learned that I have a severe staph infection in my eye and had about 12 blocked meibomian glands which were developing into abcesses.  After over a month,  I am still being treated for this condition."
a2p1U000000RtI6QAK,0011U00000sgyb7QAA,Friendly and timely service.
a2p1U000000RpmpQAC,0011U00000rj6d6QAA,There was an emergency that took place right before I arrived. The staff seemed to be in a panic. As a health care professional it is important that you control a situation because if you are in a panic and running around like a chicken with your head cut off then you can not keep the patients calm and focused in order to assist them. I understand unknowns can take place but you still have to keep things flowing and the staff did not do a good job of that. There may need to be some training on who a point person would be in case of emergency and who would continue running the rest of the office and attending to the rest of the patients instead of the entire office concentrated on one person. I left the office and came back an hour and a half later and most of the office was still tending to the emergency so no one could service the people waiting at the front desk.
a2p1U000000RpQQQA0,0011U00000rjYzTQAU,Convenience and very good service.
a2p1U000000RpnhQAC,0011U00000rihuzQAA,The care I receive from my doctor is awesome. She makes me feel comfortable and glad for my periodic check-ups.
a2p1U000000l8BeQAI,0011U00000rjw51QAA,Convenient.  Sincerely interested in your well being. Cost aware.  Support staff follow up can be  from good to better.
a2p1U000000RpRZQA0,0011U00000ri3vOQAQ,"While the onsite clinic is convenient, it is not very efficient or available"
a2p1U000000Ro5hQAC,0011U00000rjy27QAA,Because the staff is very caring and is there to help with your health needs
a2p1U000000RurPQAS,0011U00000rk2ZwQAI,"Not sure yet, this was my first visit. Love our Dr. Eric Miller. But this is a totally new concept. Have to have more experiences"
a2p1U000000RpNOQA0,0011U00000rj4fPQAQ,"I think it works great, but it isn't something I talk about much"
a2p1U000000Rt6SQAS,0011U00000ribCcQAI,Convenience
a2p1U000000RpEdQAK,0011U00000riYFcQAM,Cost effective model with patient oriented care that works for the whole family.
a2p1U000000RtDNQA0,0011U00000rjtT3QAI,Level of  Attention I was shown.
a2p1U000000RtPRQA0,0011U00000rjlzqQAA,They were friendly and explained what was going on with me in terms I could easily understand.
a2p4w000002O3fkAAC,0013g000006thv7AAA,"Friendly, Knowledgeable,  Informative"
a2p1U000000RtTWQA0,0011U00000riDhsQAE,Very satisfied with care given
a2p3g000000KzDlAAK,0011U000014qI2bQAE,I just moved here I don't know a lot of people
a2p1U000000Rt9OQAS,0011U00000riwDzQAI,Friendly and close to work
a2p4w000002KKpjAAG,0011U00000rk903QAA,"Ease of scheduling, high quality care"
a2p4w000002NyhgAAC,0014w00002pQGc0AAG,Very convenient
a2p3g000000LAdRAAW,0011U00000ribAGQAY,"Convenient access to doctor, same day appointment"
a2p1U000000Rp5fQAC,0011U00000rikqSQAQ,It has worked fine for me.
a2p4w000002O3IvAAK,0014w000031qjQEAAY,The receptionist is incredibly hard to understand and gets confused about times very easy
a2p1U000000RoDGQA0,0011U00000riExiQAE,i dont just talk about heath care with people
a2p1U000000RpdHQAS,0011U00000riziqQAA,Doctor time spent with patient
a2p1U000000RpSpQAK,0011U00000rjerpQAA,Friendly caring service
a2p4w000002O34tAAC,0014w000031fxjpAAA,Easy access with quality care
a2p4w000002O3sFAAS,0011U00000riCn3QAE,Dr. Snow is professional and down to earth. I felt comfortable discussing my health with her. She gave valuable information and efficient feedback.
a2p1U000000RpQ6QAK,0011U00000riUavQAE,My doctor and staff are great. I really like the treatments I get there.
a2p1U000000RqC6QAK,0011U00000rk2qDQAQ,No waiting in the waiting room. Doctor takes time not rushed.
a2p4w000002O38bAAC,0013g0000091uY0AAI,"In clinic staff were very nice and helpful, but the process to make an appointment was frustrating."
a2p4w000002O35DAAS,0014w00002pQBnAAAW,"I was treated with respect I did not wait long, and all my questions were answered."
a2p4w000002O3p1AAC,0014w000031qlzoAAA,This facility is for aisin employees  only I don't have  friends there
a2p1U000000RsrgQAC,0011U00000rjXoaQAE,"Effecient service, personable staff."
a2p1U000000RtLpQAK,0011U00000rk2EtQAI,"No waiting, good experience. Drs spend plenty of time if you need it."
a2p1U000000RqaGQAS,0011U00000ri1FyQAI,"It was easy to make an appointment, and I felt like I got good information from my physician. Unfortunately, the clinic is not conveniently located for most people I know."
a2p3g000000KzIAAA0,0011U00000rk901QAA,Dr. Masterson and Kathleen provide excellent care and are so sweet and so kind.
a2p1U000000Rq3HQAS,0011U00000rhtndQAA,Friendly staff and prompt service
a2p1U000000RotTQAS,0011U00000rjj4AQAQ,better service
a2p1U000000RtLjQAK,0011U00000rjiFMQAY,"Everyone is professional, knowledgeable, and kind"
a2p1U000000RoCQQA0,0011U00000rj4xAQAQ,My doctor just converted over to you. Although I like the fact my monthly fee is being paid I miss the way my doctor was doing things. I moved from Banner health due to the computer entries (NUMEROUS) that had to be done when I was checked in and when the doctor saw me. I feel this takes away from the actual office visit. You should look into the system my doctor was using instead of converting her over to your most tedious and time consuming method.
a2p1U000000RqAnQAK,0011U00000sgxUEQAY,"Caring service, listen intently"
a2p1U000000RoMgQAK,0011U00000rjNAkQAM,Good Doctor services
a2p1U000000Rt56QAC,0011U00000rj9hHQAQ,"Was very happy with the doctor, just don't know anybody around me looking for a new doctor"
a2p1U000000RpSMQA0,0011U00000ri8kNQAQ,"I am wondering if when I have labs done, I am getting full lab work on blood and urine, or just the minimum tests run, that would make me hesitant about recommending XYZ over another option."
a2p1U000000RqJEQA0,0011U00000rjrbtQAA,It was very convenient and by pre-scheduling there is a short wait time.
a2p1U000000Ro8lQAC,0011U00000rjYnoQAE,They was able to get me appointment when I needed to see a doctor
a2p1U000000RuqnQAC,0011U00000rjJwrQAE,Service could be better
a2p3g000000KzGEAA0,0011U000019xylMQAQ,Easy
a2p1U000000RofJQAS,0011U00000rjsUVQAY,I loved my new doctor. She took the time to listen to my needs and concerns.
a2p1U000000RpczQAC,0011U00000rjkbKQAQ,"It's been pleasant working with the office. Appreciate the access, timeliness and availability of the staff."
a2p1U000000RtRgQAK,0011U00000rjt7NQAQ,It's convenient for me and easy access to the doctors.
a2p1U000000Rpm7QAC,0011U00000riq8nQAA,Only associates can access the office
a2p1U000000RtP5QAK,0011U00000riEfaQAE,"well when is was still Concentra , service was quicker and better. I use to be able to get in and out. Now I'm lucky if I can even get an appointment . If I'm sick the soonest appointment is 5 days out. well I cant wait 5 days when I'm sick so I have to go to immediate care or another retail health care clinic ."
a2p1U000000Rt7qQAC,0011U00000ri0ieQAA,since it was a minor sore throat and sniffles it was more convenient than making an appt to go to my family dr.
a2p1U000000RpzaQAC,0011U00000riK5fQAE,It was my first time meeting Dr. Carter and I had a very good experience.  She was attentive to my needs. She is very knowledgeable and worked through my concerns and gave me useful suggestions.
a2p4w000002O3eSAAS,0014w000031qRR8AAM,My first visit to an XYZ clinic. Still in a 'wait and see' mode overall
a2p1U000000RpJ0QAK,0011U00000ri8LHQAY,"I found it odd that at my initial appt, it seemed that the doctor tried to discourage my using her as a Primary care physician stating that for annual exams it would probably be ok but for more acute issues she would have limited availability due to her schedule at off-site locations. She didn't seem to be engaged during our discussion and actually yawned several times which did not bode well from my perspective. During my lab appointment the tech had an issue drawing blood from the initial poke and ended up having to get the rest from a second draw on my hand which I found unusual. After waiting over 3 weeks to hear from the doc re the lab results and/or to be able to see the results online via your website, I em'd XYZ and received a response saying they would have someone from the office contact me. I finally received a call and was told that the doctor hadn't reviewed the results and that was why I hadn't heard and why the results weren't online but now she had and needed me to schedule an appt to come in and review the results. This is not the experience I expected based on the info provided by both Eaton and XYZ and I  it be using XYZ in the future."
a2p3g000000Kyp2AAC,0011U00000riRewQAE,Ease of service and cost
a2p1U000000RoKJQA0,0011U00000ri9K4QAI,"Convenience, trust and flexibility"
a2p1U000000Rp8zQAC,0011U00000riLUyQAM,I am able to schedule appts fast and usually on the same day that I call to be seen on. It's very personalized.
a2p1U000000RpTDQA0,0011U00000rikWiQAI,"Still forming opinion, only had one visit"
a2p1U000000Rsc3QAC,0011U00000riDQCQA2,Everyone around me is already involved.
a2p1U000000RscPQAS,0011U00000ri0eLQAQ,Offered through work -- not something I can recommend to my friends.  Closed network.
a2p3g000000Kyr7AAC,0011U000011EqNDQA0,"They sent confirmation emails, there was minimal paperwork for admission, the evaluation was thorough, for each question the doctor asked he explained what he was listening for and why; he paused after explaining something giving me time to process what he was saying in case I had questions. Lab results came in the following day and the doctor gave the results, explaining what the results meant."
a2p1U000000Ro5DQAS,0011U00000ri2CQQAY,It was a great experience
a2p1U000000Rp5mQAC,0011U00000rhynUQAQ,your facility doesn't like presecribing antibiotics.
a2p1U000000RpBSQA0,0011U00000riFsLQAU,"Always have appt times, super nice folks, but docs don't seem particularly knowledgeable or experienced. They've gotten a few treatments wrong the first time for me."
a2p3g000000KzsLAAS,0011U00001AmxELQAZ,"I had a pleasant experience, but was only in for a minor prescription request. I did not have any serious health concerns or issues that needed to be addressed."
a2p3g000000oeVuAAI,0013g000007ZhbUAAS,"First visit, only blood draw.   Not much happened to report on."
a2p1U000000Rsk2QAC,0011U00000rj4xYQAQ,I love the concept of offering a more personal care service.  I really enjoy the flexibility of scheduling and contacting the doctor.  I only gave it a 6 though because I didn't LOVE the doctor.
a2p4w000002O3q4AAC,0011U00000rjDCzQAM,I loved when XYZ was small and in a better location.  This group has gotten so big that it is no longer as easy to get an appointment time that works well.
a2p1U000000Rt86QAC,0011U00000rj0xhQAA,"I was in the office for one symptom, however after the visit with the Nurse Practicioner we found solutions to mor than just what I came in for. The staff really made the visit worthwhile."
a2p1U000000RsVMQA0,0011U00000rhwPPQAY,My annual physical had to be rescheduled from a previous date due to an appointment mistake and then it was rushed through.
a2p4w000002O40iAAC,0014w000031s1hIAAQ,"My appointment was at 8 am I was the first pt of the day. It took 2 minutes to fill out paperwork so why the wait to get in exam room. I’m on my way to work,  I get paid by the hour. I’m in a hurry, to get to work."
a2p1U000000RornQAC,0011U00000rjIcpQAE,"No wait time, friendly and knowledgeable."
a2p3g000000oRWuAAM,0013g000006tftNAAQ,It is too early to form an opinion
a2p3g000000KyluAAC,0011U00000rja3LQAQ,I rated it a 5 because it depends on what their need is.  I have had very simple things to address that I thought they should be able to do and couldn't because they didn't have the appropriate/basic equipment available.
a2p1U000000RqXeQAK,0011U00000rhsdxQAA,"Convenient, great service, and easy to access."
a2p1U000000Rt1mQAC,0011U00000rjcs7QAA,Everybody was very friendly and lately that is missing in the health care industry
a2p4w000002O44fAAC,0011U00000rjt29QAA,Because the dr takes her time with you and tends to all your concerns and needs.
a2p3g000000oeXUAAY,0011U000019xyiOQAQ,"I was asked to come in for a Covid test due to my symptoms. When the doctor came out to my car, he asked if I was another person. I quickly corrected him and he said oh yes that is right. He asked my symptoms and then stated that he would do a strep test so he went back and got that. He did the strep and the Covid test and said I would hear back in a couple hours about the strep test and 24 hours later I have not heard anything."
a2p3g000000KymSAAS,0011U000011Ep4vQAC,"+ didn't feel rushed + concept is good beautiful facility, but a challenge to find - underwhelmed by physician"
a2p1U000000RokTQAS,0011U00000rj4FvQAI,"It is very difficult to get a Doctor Appointment: Computer screen says doctor appointment is on a date and confirmation:  then Receptionist call back  2 days later, and say doctor appointment date was not accepted.  Making it very difficult:  and Doctor appointment dates are set 2 months, or 1 months in the future, by then your symptoms could have alleviated, or have progress worsen; unless you seek on your own another Physician.  The scheduling in the computer is frustrating, when you think that you have made an successful doctor appointment, and it appears that way, on the computer; however, you get a call back a few days later, saying:  You have to reschedule, because your appointments dates wasn't accepted:  And a person is thinking that it did go through!"
a2p1U000000RsXxQAK,0011U00000sgywIQAQ,Fast service and Dr. Halley is great.
a2p1U000000RpM0QAK,0011U00000rhpV6QAI,"I think the clinic is nice, however, I am wondering about the doctor I saw"
a2p4w000002O3ToAAK,0011U00000rjbWvQAI,Great service
a2p1U000000RsZnQAK,0011U00000riDQ9QAM,"For a simple blood draw, my appointment was changed twice, then when I showed up,  the office was closed."
a2p1U000000RpomQAC,0011U00000riuh7QAA,I like the one on one with DR and no hurry through
